start_date,end_date,category,start,stop,miles,purpose,reject_reason
8/25/2016 15:17,8/25/2016 16:22,Business,Unknown Location,Unknown Location,35.0,,Missing required fields
8/25/2016 16:36,8/25/2016 16:56,Business,Unknown Location,Unknown Location,5.5,,Missing required fields
8/25/2016 17:19,8/25/2016 19:20,Business,Unknown Location,Unknown Location,50.4,,Missing required fields
8/25/2016 19:25,8/25/2016 19:57,Business,Unknown Location,Lahore,9.2,,Missing required fields
8/25/2016 22:58,8/25/2016 23:16,Business,Lahore,Unknown Location,7.3,,Missing required fields
8/26/2016 9:06,8/26/2016 9:20,Business,Unknown Location,Unknown Location,5.0,,Missing required fields
8/26/2016 11:14,8/26/2016 11:26,Business,Unknown Location,Unknown Location,3.8,,Missing required fields
8/26/2016 12:10,8/26/2016 12:20,Business,Unknown Location,Lahore,3.9,,Missing required fields
8/26/2016 14:10,8/26/2016 14:33,Business,Lahore,Lahore,7.4,,Missing required fields
8/26/2016 15:23,8/26/2016 15:35,Business,Lahore,Lahore,1.5,,Missing required fields
8/26/2016 15:59,8/26/2016 16:24,Business,Lahore,Unknown Location,7.9,,Missing required fields
8/26/2016 16:55,8/26/2016 17:12,Business,Unknown Location,Lahore,2.9,,Missing required fields
8/26/2016 18:42,8/26/2016 18:56,Business,Lahore,Lahore,3.4,,Missing required fields
8/26/2016 19:31,8/26/2016 19:54,Business,Lahore,Lahore,3.8,,Missing required fields
8/26/2016 20:06,8/26/2016 20:16,Business,Lahore,Unknown Location,5.9,,Missing required fields
8/27/2016 9:34,8/27/2016 10:11,Business,Unknown Location,Lahore,9.6,,Missing required fields
8/27/2016 11:47,8/27/2016 12:06,Business,Lahore,Lahore,7.0,,Missing required fields
8/27/2016 12:12,8/27/2016 12:17,Business,Lahore,Lahore,0.9,,Missing required fields
8/27/2016 14:01,8/27/2016 15:44,Business,Lahore,Unknown Location,86.6,,Missing required fields
8/27/2016 16:15,8/27/2016 19:13,Business,Unknown Location,Unknown Location,156.9,,Missing required fields
8/28/2016 9:57,8/28/2016 10:18,Business,Unknown Location,Noorpur Shahan,10.1,,Missing required fields
8/28/2016 16:39,8/28/2016 16:55,Business,Noorpur Shahan,Islamabad,6.2,,Missing required fields
8/28/2016 17:37,8/28/2016 17:55,Business,Islamabad,Islamabad,5.3,,Missing required fields
8/28/2016 21:15,8/28/2016 21:59,Business,Islamabad,Unknown Location,12.1,,Missing required fields
8/29/2016 12:02,8/29/2016 12:31,Business,Unknown Location,Islamabad,10.8,,Missing required fields
8/29/2016 13:38,8/29/2016 13:48,Business,Islamabad,Islamabad,4.3,,Missing required fields
8/29/2016 14:31,8/29/2016 14:41,Business,Islamabad,Islamabad,2.5,,Missing required fields
8/29/2016 15:49,8/29/2016 15:59,Business,Unknown Location,Islamabad,2.8,,Missing required fields
8/29/2016 16:06,8/29/2016 16:21,Business,Islamabad,Unknown Location,4.0,,Missing required fields
8/29/2016 17:24,8/29/2016 17:41,Business,Unknown Location,Islamabad,5.5,,Missing required fields
8/29/2016 18:27,8/29/2016 18:36,Business,Islamabad,Islamabad,2.6,,Missing required fields
8/30/2016 11:53,8/30/2016 12:05,Business,Unknown Location,Unknown Location,2.1,,Missing required fields
8/30/2016 12:46,8/30/2016 13:09,Business,Unknown Location,Islamabad,8.8,,Missing required fields
8/30/2016 13:25,8/30/2016 13:46,Business,Islamabad,Islamabad,4.4,,Missing required fields
8/30/2016 14:00,8/30/2016 14:20,Business,Islamabad,Unknown Location,5.3,,Missing required fields
8/30/2016 17:27,8/30/2016 18:09,Business,Unknown Location,Unknown Location,13.0,,Missing required fields
09-01-2016 11:51,09-01-2016 12:24,Business,Unknown Location,Islamabad,13.0,,Missing required fields
09-01-2016 17:21,09-01-2016 17:36,Business,Islamabad,Unknown Location,10.6,,Missing required fields
09-01-2016 18:49,09-01-2016 19:08,Business,Unknown Location,Unknown Location,2.2,,Missing required fields
09-02-2016 11:37,09-02-2016 12:24,Business,Unknown Location,Islamabad,9.2,,Missing required fields
09-02-2016 18:56,09-02-2016 19:37,Business,Unknown Location,Unknown Location,12.9,,Missing required fields
09-05-2016 10:25,09-05-2016 10:44,Business,Unknown Location,R?walpindi,17.2,,Missing required fields
09-06-2016 17:49,09-06-2016 17:49,Business,Unknown Location,Unknown Location,69.1,,Missing required fields
09-10-2016 10:28,09-10-2016 10:45,Business,Unknown Location,Unknown Location,2.8,,Missing required fields
09-11-2016 09:51,09-11-2016 09:55,Business,Unknown Location,Unknown Location,8.6,,Missing required fields
09-11-2016 21:40,09-11-2016 21:42,Business,Unknown Location,Unknown Location,9.8,,Missing required fields
09-12-2016 08:07,09-12-2016 08:12,Business,Unknown Location,Unknown Location,3.6,,Missing required fields
09-12-2016 11:15,09-12-2016 11:24,Business,Unknown Location,Unknown Location,1.7,,Missing required fields
09-12-2016 13:04,09-12-2016 13:44,Business,Unknown Location,Unknown Location,11.5,,Missing required fields
9/13/2016 16:56,9/13/2016 17:02,Business,Unknown Location,Unknown Location,0.7,,Missing required fields
9/14/2016 11:55,9/14/2016 11:59,Business,Unknown Location,Unknown Location,0.7,,Missing required fields
9/15/2016 20:33,9/15/2016 20:38,Business,Unknown Location,Unknown Location,0.9,,Missing required fields
9/16/2016 7:08,9/16/2016 7:08,Business,Unknown Location,Unknown Location,1.6,,Missing required fields
9/18/2016 18:07,9/18/2016 18:11,Business,Unknown Location,Unknown Location,9.4,,Missing required fields
9/19/2016 6:18,9/19/2016 6:49,Business,R?walpindi,Unknown Location,18.2,,Missing required fields
9/19/2016 14:40,9/19/2016 14:56,Business,Unknown Location,Islamabad,10.5,,Missing required fields
9/19/2016 16:23,9/19/2016 16:31,Business,Islamabad,Unknown Location,5.7,,Missing required fields
9/19/2016 17:36,9/19/2016 18:20,Business,Unknown Location,Unknown Location,18.0,,Missing required fields
9/19/2016 19:10,9/19/2016 19:49,Business,Unknown Location,Islamabad,18.3,,Missing required fields
9/20/2016 11:29,9/20/2016 11:48,Business,Islamabad,Unknown Location,16.5,,Missing required fields
9/20/2016 20:47,9/20/2016 22:47,Business,Unknown Location,R?walpindi,9.6,,Missing required fields
9/23/2016 13:15,9/23/2016 13:40,Business,Karachi,Karachi,2.9,,Missing required fields
9/24/2016 14:34,9/24/2016 15:15,Business,Karachi,Unknown Location,8.2,,Missing required fields
9/24/2016 20:29,9/24/2016 20:33,Business,Unknown Location,Unknown Location,2.4,,Missing required fields
9/27/2016 8:33,9/27/2016 8:35,Business,Unknown Location,Unknown Location,5.8,,Missing required fields
9/27/2016 13:21,9/27/2016 14:43,Business,Lahore,Lahore,9.8,,Missing required fields
9/27/2016 19:14,9/27/2016 20:34,Business,Lahore,Unknown Location,7.3,,Missing required fields
9/27/2016 21:01,9/28/2016 2:37,Business,Unknown Location,Unknown Location,195.6,,Missing required fields
9/28/2016 17:21,9/28/2016 19:36,Business,Islamabad,Unknown Location,20.5,,Missing required fields
9/29/2016 16:13,9/29/2016 18:47,Business,Unknown Location,Islamabad,12.6,,Missing required fields
9/30/2016 17:39,9/30/2016 20:20,Business,Islamabad,Islamabad,37.7,,Missing required fields
9/30/2016 20:59,9/30/2016 22:34,Business,Islamabad,Unknown Location,16.7,,Missing required fields
10-03-2016 17:09,10-03-2016 17:12,Business,Unknown Location,Islamabad,10.5,,Missing required fields
10-03-2016 18:17,10-03-2016 18:34,Business,Islamabad,Islamabad,2.8,,Missing required fields
10-03-2016 18:51,10-03-2016 19:01,Business,Islamabad,Islamabad,1.6,,Missing required fields
10-03-2016 22:04,10-03-2016 22:33,Business,Islamabad,Unknown Location,12.7,,Missing required fields
10-04-2016 09:50,10-04-2016 10:52,Business,Unknown Location,Unknown Location,28.6,,Missing required fields
10-04-2016 12:17,10-04-2016 12:18,Business,Unknown Location,Unknown Location,15.1,,Missing required fields
10-06-2016 08:49,10-06-2016 11:36,Business,Unknown Location,R?walpindi,17.9,,Missing required fields
10-06-2016 17:23,10-06-2016 17:40,Business,R?walpindi,Unknown Location,112.6,,Missing required fields
10-06-2016 18:37,10-06-2016 18:39,Business,Unknown Location,Unknown Location,18.4,,Missing required fields
10-06-2016 19:46,10-06-2016 20:26,Business,Unknown Location,Unknown Location,13.8,,Missing required fields
10-07-2016 10:56,10-07-2016 10:59,Business,Unknown Location,Lahore,33.2,,Missing required fields
10-07-2016 11:27,10-07-2016 11:50,Business,Lahore,Lahore,2.6,,Missing required fields
10-07-2016 13:52,10-07-2016 14:08,Business,Lahore,Unknown Location,5.8,,Missing required fields
10-07-2016 14:29,10-07-2016 15:11,Business,Unknown Location,Lahore,8.3,,Missing required fields
10-07-2016 15:47,10-07-2016 16:02,Business,Lahore,Lahore,2.4,,Missing required fields
10-07-2016 18:08,10-07-2016 18:27,Business,Lahore,Lahore,3.1,,Missing required fields
10-07-2016 18:33,10-07-2016 19:01,Business,Lahore,Lahore,6.1,,Missing required fields
10-08-2016 15:03,10-08-2016 15:03,Business,Karachi,Karachi,3.6,,Missing required fields
10-08-2016 18:15,10-08-2016 18:18,Business,Karachi,Unknown Location,8.0,,Missing required fields
10-10-2016 17:22,10-10-2016 17:28,Business,Islamabad,Islamabad,1.7,,Missing required fields
10-10-2016 17:33,10-10-2016 18:13,Business,Islamabad,Unknown Location,9.5,,Missing required fields
10-12-2016 19:18,10-12-2016 19:21,Business,R?walpindi,Unknown Location,18.4,,Missing required fields
10/13/2016 11:20,10/13/2016 11:58,Business,Unknown Location,Islamabad,9.8,,Missing required fields
10/13/2016 12:08,10/13/2016 12:14,Business,Islamabad,Islamabad,1.0,,Missing required fields
10/13/2016 13:02,10/13/2016 13:02,Business,Islamabad,Islamabad,0.7,,Missing required fields
10/13/2016 13:37,10/13/2016 13:46,Business,Islamabad,Islamabad,2.3,,Missing required fields
10/13/2016 16:08,10/13/2016 16:53,Business,Islamabad,Unknown Location,10.9,,Missing required fields
10/14/2016 8:50,10/14/2016 9:44,Business,Unknown Location,R?walpindi,12.7,,Missing required fields
10/14/2016 10:16,10/14/2016 10:52,Business,R?walpindi,Unknown Location,12.4,,Missing required fields
10/14/2016 15:56,10/14/2016 16:20,Business,Unknown Location,Unknown Location,3.8,,Missing required fields
10/15/2016 22:28,10/15/2016 22:48,Business,Morrisville,Morrisville,6.2,,Missing required fields
10/16/2016 0:01,10/16/2016 0:14,Business,Morrisville,Cary,3.1,,Missing required fields
10/16/2016 14:40,10/16/2016 15:01,Business,Durham,Morrisville,8.1,,Missing required fields
10/16/2016 15:10,10/16/2016 15:19,Business,Morrisville,Cary,3.1,,Missing required fields
10/16/2016 20:30,10/16/2016 20:39,Business,Cary,Morrisville,4.3,,Missing required fields
10/17/2016 15:19,10/17/2016 15:57,Business,Cary,Raleigh,20.6,,Missing required fields
10/17/2016 16:29,10/17/2016 17:11,Business,Raleigh,Cary,17.6,,Missing required fields
10/17/2016 18:02,10/17/2016 18:16,Business,Cary,Apex,5.6,,Missing required fields
10/17/2016 18:31,10/17/2016 18:45,Business,Apex,Apex,3.3,,Missing required fields
10/17/2016 19:08,10/17/2016 19:25,Business,Apex,Cary,5.3,,Missing required fields
10/18/2016 8:12,10/18/2016 8:22,Business,Whitebridge,Edgehill Farms,3.3,,Missing required fields
10/18/2016 8:53,10/18/2016 9:02,Business,Edgehill Farms,Whitebridge,3.3,,Missing required fields
10/18/2016 18:12,10/18/2016 18:33,Business,Oakland,Emeryville,13.0,,Missing required fields
10/18/2016 19:03,10/18/2016 19:13,Business,Emeryville,Berkeley,3.0,,Missing required fields
10/18/2016 20:31,10/18/2016 20:37,Business,Berkeley,Emeryville,3.0,,Missing required fields
10/19/2016 9:33,10/19/2016 9:47,Business,Emeryville,Oakland,3.8,,Missing required fields
10/19/2016 9:54,10/19/2016 10:21,Business,Oakland,San Francisco,9.5,,Missing required fields
10/19/2016 13:45,10/19/2016 13:56,Business,SOMISSPO,French Quarter,1.7,,Missing required fields
10/19/2016 14:02,10/19/2016 14:31,Business,San Francisco,Berkeley,10.8,,Missing required fields
10/19/2016 15:44,10/19/2016 16:02,Business,West Berkeley,North Berkeley Hills,4.1,,Missing required fields
10/19/2016 16:06,10/19/2016 16:19,Business,North Berkeley Hills,Southside,2.2,,Missing required fields
10/19/2016 16:33,10/19/2016 17:01,Business,Berkeley,Emeryville,4.6,,Missing required fields
10/20/2016 11:26,10/20/2016 11:34,Business,Emeryville,Berkeley,3.1,,Missing required fields
10/20/2016 12:19,10/20/2016 13:17,Business,Berkeley,San Jose,47.7,,Missing required fields
10/20/2016 20:44,10/20/2016 21:37,Business,San Jose,Emeryville,44.6,,Missing required fields
10/21/2016 10:06,10/21/2016 10:21,Business,Emeryville,Oakland,13.2,,Missing required fields
10/22/2016 0:54,10/22/2016 1:09,Business,Morrisville,Cary,8.7,,Missing required fields
10/22/2016 13:26,10/22/2016 14:03,Business,Cary,Raleigh,17.2,,Missing required fields
10/22/2016 17:08,10/22/2016 17:55,Business,Raleigh,Cary,14.0,,Missing required fields
10/23/2016 9:24,10/23/2016 10:05,Business,Cary,Raleigh,28.1,,Missing required fields
10/23/2016 12:17,10/23/2016 12:59,Business,Raleigh,Cary,28.2,,Missing required fields
10/24/2016 14:57,10/24/2016 15:26,Business,Cary,Durham,16.4,,Missing required fields
10/24/2016 15:33,10/24/2016 16:13,Business,Durham,Morrisville,15.4,,Missing required fields
10/24/2016 16:34,10/24/2016 16:41,Business,Morrisville,Cary,2.2,,Missing required fields
10/25/2016 13:27,10/25/2016 14:08,Business,Cary,Apex,11.2,,Missing required fields
10/25/2016 15:04,10/25/2016 15:11,Business,Apex,Eagle Rock,2.2,,Missing required fields
10/25/2016 15:16,10/25/2016 15:33,Business,Eagle Rock,Cary,3.6,,Missing required fields
10/25/2016 20:54,10/25/2016 21:03,Business,Savon Height,Parkway,4.9,,Missing required fields
10/26/2016 20:53,10/26/2016 21:03,Business,Parkway,Whitebridge,2.1,,Missing required fields
10/27/2016 19:20,10/27/2016 19:35,Business,Morrisville,Morrisville,5.9,,Missing required fields
10/27/2016 19:52,10/27/2016 20:21,Business,Huntington Woods,Huntington Woods,12.1,,Missing required fields
10/27/2016 20:47,10/27/2016 20:54,Business,Huntington Woods,Weston,3.9,,Missing required fields
10/27/2016 21:26,10/27/2016 21:48,Business,Morrisville,Cary,6.2,,Missing required fields
10/29/2016 17:13,10/29/2016 19:19,Business,Hayesville,Topton,75.7,,Missing required fields
10/30/2016 7:49,10/30/2016 8:30,Business,Topton,Bryson City,29.8,,Missing required fields
10/30/2016 9:07,10/30/2016 10:09,Business,Bryson City,Bryson City,16.3,,Missing required fields
10/30/2016 10:11,10/30/2016 10:38,Business,Bryson City,Bryson City,6.5,,Missing required fields
10/30/2016 10:51,10/30/2016 11:21,Business,Bryson City,Bryson City,6.3,,Missing required fields
10/30/2016 12:24,10/30/2016 12:35,Business,Bryson City,Almond,6.6,,Missing required fields
10/30/2016 12:58,10/30/2016 13:18,Business,Almond,Bryson City,15.2,,Missing required fields
10/30/2016 13:24,10/30/2016 14:37,Business,Bryson City,Asheville,68.4,,Missing required fields
10/30/2016 15:22,10/30/2016 18:23,Business,Asheville,Mebane,195.9,,Missing required fields
10/30/2016 18:26,10/30/2016 19:39,Business,Mebane,Cary,45.2,,Missing required fields
10/31/2016 18:11,10/31/2016 18:20,Business,Cary,Morrisville,3.2,,Missing required fields
10/31/2016 18:47,10/31/2016 19:16,Business,Morrisville,Raleigh,10.3,,Missing required fields
10/31/2016 20:18,10/31/2016 20:44,Business,Raleigh,Cary,13.1,,Missing required fields
11-01-2016 11:50,11-01-2016 12:27,Business,Cary,Durham,16.5,,Missing required fields
11-01-2016 16:29,11-01-2016 17:02,Business,Durham,Cary,12.8,,Missing required fields
11-01-2016 17:35,11-01-2016 17:42,Business,Whitebridge,Whitebridge,1.2,,Missing required fields
11-01-2016 19:14,11-01-2016 19:20,Business,Whitebridge,Whitebridge,1.0,,Missing required fields
11-01-2016 19:59,11-01-2016 20:12,Business,Whitebridge,Whitebridge,4.1,,Missing required fields
11-02-2016 15:10,11-02-2016 15:18,Business,Whitebridge,Westpark Place,1.4,,Missing required fields
11-02-2016 15:45,11-02-2016 15:52,Business,Westpark Place,Whitebridge,1.8,,Missing required fields
11-02-2016 17:34,11-02-2016 17:49,Business,Morrisville,Morrisville,5.0,,Missing required fields
11-02-2016 17:53,11-02-2016 18:00,Business,Morrisville,Cary,3.8,,Missing required fields
11-03-2016 11:28,11-03-2016 11:34,Business,Whitebridge,Hazelwood,2.5,,Missing required fields
11-03-2016 12:43,11-03-2016 12:49,Business,Hazelwood,Whitebridge,2.4,,Missing required fields
11-03-2016 13:42,11-03-2016 13:47,Business,Whitebridge,Westpark Place,1.4,,Missing required fields
11-03-2016 14:13,11-03-2016 14:26,Business,Westpark Place,Whitebridge,1.8,,Missing required fields
11-04-2016 18:14,11-04-2016 18:21,Business,San Jose,Santa Clara,3.8,,Missing required fields
11-04-2016 21:04,11-04-2016 21:20,Business,Agnew,Cory,4.3,,Missing required fields
11-04-2016 22:12,11-04-2016 22:25,Business,Cory,Agnew,3.9,,Missing required fields
11-05-2016 08:34,11-05-2016 08:43,Business,Agnew,Renaissance,2.2,,Missing required fields
11-05-2016 17:29,11-05-2016 17:40,Business,Renaissance,Agnew,2.8,,Missing required fields
11-05-2016 19:20,11-05-2016 19:28,Business,Agnew,Agnew,2.2,,Missing required fields
11-06-2016 10:50,11-06-2016 11:04,Business,Agnew,Renaissance,2.4,,Missing required fields
11-06-2016 19:04,11-06-2016 19:12,Business,Downtown,West Berkeley,1.8,,Missing required fields
11-06-2016 20:06,11-06-2016 20:21,Business,West Berkeley,Central,3.3,,Missing required fields
11-08-2016 13:41,11-08-2016 14:01,Business,Berkeley,Emeryville,3.6,,Missing required fields
11-08-2016 16:21,11-08-2016 16:34,Business,Emeryville,Berkeley,3.0,,Missing required fields
11-09-2016 13:08,11-09-2016 13:41,Business,Berkeley,San Francisco,11.4,,Missing required fields
11-09-2016 15:58,11-09-2016 16:04,Business,NOMA,Downtown,0.9,,Missing required fields
11-09-2016 17:31,11-09-2016 18:03,Business,Downtown,Sunnyside,6.2,,Missing required fields
11-09-2016 18:09,11-09-2016 18:14,Business,Sunnyside,Ingleside,0.7,,Missing required fields
11-09-2016 20:52,11-09-2016 21:02,Business,Oakland,Berkeley,2.6,,Missing required fields
11-09-2016 21:56,11-09-2016 22:02,Business,Central,Central,1.1,,Missing required fields
11-10-2016 10:20,11-10-2016 10:31,Business,Tenderloin,SOMISSPO,1.2,,Missing required fields
11-10-2016 14:57,11-10-2016 15:07,Business,SOMISSPO,Tenderloin,1.1,,Missing required fields
11-10-2016 19:18,11-10-2016 19:21,Business,West Berkeley,Central,0.8,,Missing required fields
11-11-2016 12:58,11-11-2016 13:13,Business,Menlo Park,Palo Alto,4.0,,Missing required fields
11-11-2016 14:20,11-11-2016 14:32,Business,Palo Alto,Menlo Park,2.5,,Missing required fields
11-11-2016 18:30,11-11-2016 18:43,Business,Central,College Avenue,2.9,,Missing required fields
11-11-2016 21:08,11-11-2016 21:18,Business,College Avenue,Central,2.6,,Missing required fields
11-12-2016 10:32,11-12-2016 10:52,Business,Central,South,2.3,,Missing required fields
11-12-2016 10:55,11-12-2016 11:25,Business,South,Downtown,6.4,,Missing required fields
11-12-2016 13:07,11-12-2016 13:15,Business,Downtown,Central,1.4,,Missing required fields
11-12-2016 13:46,11-12-2016 13:50,Business,Central,West Berkeley,0.6,,Missing required fields
11-12-2016 15:14,11-12-2016 15:21,Business,South,Southwest Berkeley,0.8,,Missing required fields
11-12-2016 15:25,11-12-2016 15:36,Business,Berkeley,Emeryville,1.3,,Missing required fields
11/13/2016 8:54,11/13/2016 9:02,Business,Central,Central,2.3,,Missing required fields
11/13/2016 9:27,11/13/2016 9:53,Business,Central,Central,2.6,,Missing required fields
11/13/2016 10:31,11/13/2016 10:37,Business,Central,Southside,1.9,,Missing required fields
11/13/2016 11:04,11/13/2016 11:16,Business,Southside,West Berkeley,2.1,,Missing required fields
11/13/2016 13:05,11/13/2016 13:11,Business,Southside,South Berkeley,0.9,,Missing required fields
11/13/2016 13:14,11/13/2016 13:18,Business,South Berkeley,Southside,0.9,,Missing required fields
11/13/2016 14:35,11/13/2016 14:46,Business,Southside,Central,2.4,,Missing required fields
11/13/2016 15:14,11/13/2016 15:24,Business,Central,Southside,1.9,,Missing required fields
11/13/2016 15:47,11/13/2016 15:59,Business,Southside,Central,1.9,,Missing required fields
11/14/2016 15:27,11/14/2016 15:36,Business,Berkeley,Emeryville,2.5,,Missing required fields
11/15/2016 13:59,11/15/2016 14:06,Business,Berkeley,Oakland,5.1,,Missing required fields
11/19/2016 16:01,11/19/2016 16:06,Business,Cary,Cary,1.5,,Missing required fields
11/19/2016 16:27,11/19/2016 16:41,Business,Cary,Cary,1.8,,Missing required fields
11/23/2016 16:18,11/23/2016 16:29,Business,Cary,Cary,1.9,,Missing required fields
11/23/2016 16:49,11/23/2016 17:00,Business,Cary,Cary,3.3,,Missing required fields
11/23/2016 18:37,11/23/2016 18:47,Business,Cary,Cary,1.3,,Missing required fields
11/26/2016 15:54,11/26/2016 15:59,Business,Cary,Cary,1.4,,Missing required fields
11/27/2016 18:55,11/27/2016 19:09,Business,Morrisville,Cary,2.9,,Missing required fields
11/30/2016 12:43,11/30/2016 12:53,Business,Morrisville,Cary,3.1,,Missing required fields
12-03-2016 19:08,12-03-2016 19:15,Business,Wake Co.,Morrisville,1.8,,Missing required fields
12-05-2016 18:04,12-05-2016 18:17,Business,Cary,Cary,4.1,,Missing required fields
12/14/2016 16:52,12/14/2016 17:10,Business,Cary,Cary,3.4,,Missing required fields
12/14/2016 17:22,12/14/2016 17:34,Business,Cary,Cary,3.3,,Missing required fields
12/18/2016 20:35,12/18/2016 21:04,Business,Unknown Location,Unknown Location,9.2,,Missing required fields
12/19/2016 13:24,12/19/2016 13:35,Business,Unknown Location,Unknown Location,1.3,,Missing required fields
12/19/2016 14:07,12/19/2016 14:15,Business,Unknown Location,Unknown Location,2.5,,Missing required fields
12/19/2016 14:18,12/19/2016 14:32,Business,Unknown Location,Unknown Location,5.3,,Missing required fields
12/19/2016 14:37,12/19/2016 14:50,Business,Unknown Location,Unknown Location,5.4,,Missing required fields
12/19/2016 19:05,12/19/2016 19:17,Business,Islamabad,Unknown Location,2.2,,Missing required fields
12/20/2016 8:49,12/20/2016 9:24,Business,Unknown Location,Rawalpindi,12.0,,Missing required fields
12/29/2016 20:53,12/29/2016 21:42,Business,Kar?chi,Unknown Location,6.4,,Missing required fields
Totals,,,,,12204.7,,Missing required fields
6/28/2016 23:34,6/28/2016 23:59,Business,Durham,Cary,9.9,Meeting,Duplicate row
